TimeUnixNano,TraceID,SpanID,Log
-6795364578871345152,,,"ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.web.client.HttpServerErrorException$InternalServerError: 500 Internal Server Error: [{\""timestamp\"":\""2023-01-29T09:20:37.559+00:00\"",\""status\"":500,\""error\"":\""Internal Server Error\"",\""message\"":\""\"",\""path\"":\""/api/v1/basicservice/basic/travels\""}]] with root cause"
-6795364578871345152,,,"ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.web.client.HttpServerErrorException$InternalServerError: 500 Internal Server Error: [{\""timestamp\"":\""2023-01-29T09:20:43.973+00:00\"",\""status\"":500,\""error\"":\""Internal Server Error\"",\""message\"":\""\"",\""path\"":\""/api/v1/basicservice/basic/travels\""}]] with root cause"
-6795364578871345152,,,"ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.web.client.HttpServerErrorException$InternalServerError: 500 Internal Server Error: [{\""timestamp\"":\""2023-01-29T09:20:42.591+00:00\"",\""status\"":500,\""error\"":\""Internal Server Error\"",\""message\"":\""\"",\""path\"":\""/api/v1/basicservice/basic/travels\""}]] with root cause"
-6795364578871345152,,,"ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.web.client.HttpServerErrorException$InternalServerError: 500 Internal Server Error: [{\""timestamp\"":\""2023-01-29T09:20:30.399+00:00\"",\""status\"":500,\""error\"":\""Internal Server Error\"",\""message\"":\""\"",\""path\"":\""/api/v1/basicservice/basic/travels\""}]] with root cause"
-6795364578871345152,,,"ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.web.client.HttpServerErrorException$InternalServerError: 500 Internal Server Error: [{\""timestamp\"":\""2023-01-29T09:20:42.625+00:00\"",\""status\"":500,\""error\"":\""Internal Server Error\"",\""message\"":\""\"",\""path\"":\""/api/v1/basicservice/basic/travels\""}]] with root cause"
-6795364578871345152,,,"ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is org.springframework.web.client.HttpServerErrorException$InternalServerError: 500 Internal Server Error: [{\""timestamp\"":\""2023-01-29T09:20:39.892+00:00\"",\""status\"":500,\""error\"":\""Internal Server Error\"",\""message\"":\""\"",\""path\"":\""/api/v1/basicservice/basic/travels\""}]] with root cause"
1674984107932467121,t15,s751,"ERROR f.s.FoodServiceImpl#302 [getAllFood][Get the Get Food Request Failed!][foodStoresListResult is null][date: 2021-07-14, tripId: D1345]"
1674984116631784639,t4,s1859,ERROR e.s.ExecuteServiceImpl#51 [ticketExecute][getOrderByIdFromOrder][ticket execute error: Order Status Wrong][orderId: 2b1477d5-5115-465e-ac4c-fa18066dd851]
1674984108777605297,t24,s1803,ERROR o.a.c.c.C.[.[.[.[dispatcherServlet]#175 Servlet.service() for servlet [dispatcherServlet] in context with path [] threw exception [Request processing failed; nested exception is java.lang.IllegalStateException: No instances available for ts-basic-service] with root cause
1674984098093281599,t2,s330,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984103636935412,t18,s1213,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984103817993265,t25,s1345,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984108491416573,t11,s1681,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984121353457316,t3,s159,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984100101910594,t5,s1014,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984113431490089,t16,s1672,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984116720368425,t22,s366,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984113737614892,t23,s840,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984125743126866,t27,s1730,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984099613812996,t8,s62,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984118191930926,t21,s909,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984117451319309,t17,s1428,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984107742650224,t13,s1826,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
1674984124282324994,t9,s307,ERROR  f.m.s.BasicServiceImpl#415 [getRoutesByRouteIds][Get Route By Ids Failed]
