TimeStamp,Target,CpuAverageLoad,CpuUsageRate(%),CpuUserUsageTime(%),AverageCpuUsagePerCore(%)
1716227232,app02,2.46,2.55,5.8,0.03
1716227294,app02,5.02,1.74,2.1,0.02
1716227352,app02,3.29,2.26,3.9,0.03
1716227412,app02,2.26,0.46,0.8,0.01
1716227472,app02,1.4,0.81,2.5,0.01
1716227532,app02,1.04,0.53,0.8,0.01
1716227594,app02,1.45,1.53,1.2,0.02
1716227652,app02,0.92,0.29,0.7,0
1716227712,app02,0.86,6.18,0.6,0.08
1716227772,app02,1.34,0.29,0.8,0
1716227832,app02,1.12,1.48,1.5,0.02
1716227894,app02,1.08,0.93,0.6,0.01
1716227952,app02,1.02,3.38,0.9,0.04
