TimeStamp,Target,CpuAverageLoad,CpuUsageRate(%),CpuUserUsageTime(%),AverageCpuUsagePerCore(%)
1716223454 ,app05,4.83,2.81,3.4,0.04
1716223514 ,app05,3.84,2.2,3.4,0.03
1716223574 ,app05,2.89,4.41,3.1,0.06
1716223634 ,app05,2.76,3.72,3.3,0.05
1716223696 ,app05,7.07,3.81,3.7,0.05
1716223753 ,app05,4.22,2.28,3.7,0.03
1716223814 ,app05,3.06,2.59,3.4,0.03
1716223874 ,app05,2.41,2.41,4.3,0.03
1716223933 ,app05,2.7,3.3,2.9,0.04
1716223996 ,app05,2.45,2.85,4.3,0.04
1716224054 ,app05,2.83,8.22,3.1,0.1
1716224113 ,app05,2.49,3,2.9,0.04
1716224173 ,app05,1.78,4.58,3.7,0.06
1716224233 ,app05,2.46,2.97,3.2,0.04
1716224296 ,app05,2.33,4.28,4.3,0.05
1716224353 ,app05,3.25,2.6,3.4,0.03
1716224413 ,app05,2.78,2.97,3.4,0.04
1716224473 ,app05,2.49,2.21,3.1,0.03
1716224533 ,app05,2.52,4.72,4.6,0.06
1716224596 ,app05,2.77,8.27,5,0.1
1716224653 ,app05,3.03,4.54,3.6,0.06
1716224713 ,app05,2.83,2.05,3.9,0.03
1716224773 ,app05,2.43,6.27,3.6,0.08
1716224833 ,app05,3.07,3.44,3.3,0.04
1716224896 ,app05,3.35,4.43,3.7,0.06
1716224953 ,app05,2.39,3.1,3,0.04
1716225013 ,app05,2.35,2.49,3,0.03
1716225073 ,app05,2.87,4.9,3.9,0.06
1716225133 ,app05,2.75,2.19,3,0.03
1716225196 ,app05,2.15,2.9,3,0.04
1716225253 ,app05,2.88,3.89,3.2,0.05
1716225313 ,app05,2.65,2.87,3.1,0.04
1716225373 ,app05,3.29,3.33,3.3,0.04
1716225433 ,app05,2.45,4.77,4.5,0.06
1716225496 ,app05,2.06,4.46,4.9,0.06
1716225553 ,app05,3.31,3.59,4.5,0.04
1716225613 ,app05,3.01,3.04,2.8,0.04
1716225673 ,app05,2.46,3.22,2.9,0.04
1716225733 ,app05,2.32,3.18,2.7,0.04
1716225796 ,app05,2.87,3.35,4,0.04
1716225853 ,app05,2.02,3.09,3.6,0.04
1716225913 ,app05,1.79,3.22,2.8,0.04
1716225973 ,app05,1.6,3.61,2.8,0.05
1716226033 ,app05,2.09,3.44,3.7,0.04
1716226096 ,app05,2.71,2.32,4.5,0.03
1716226153 ,app05,2.61,3.63,2.9,0.05
1716226213 ,app05,3.26,2.86,3.5,0.04
1716226273 ,app05,3.8,0,0.1,0
1716226333 ,app05,1.49,0.06,0.1,0
1716226394 ,app05,0.73,0.11,0.6,0
1716226453 ,app05,0.43,0.04,0.1,0
1716226513 ,app05,17.67,7.79,12.2,0.1
1716226573 ,app05,7.52,1.53,4.6,0.02
1716226633 ,app05,3.61,0.74,2.3,0.01
1716226695 ,app05,1.83,1.93,1.8,0.02
1716226753 ,app05,1.67,0.34,0.9,0
1716226813 ,app05,0.77,1.5,1,0.02
1716226873 ,app05,0.68,6.97,3,0.09
1716226933 ,app05,16.6,30.6,25.7,0.38
1716226995 ,app05,10.24,15.84,9.5,0.2
1716227053 ,app05,6.86,6.52,12.2,0.08
1716227113 ,app05,4.72,15.15,6.3,0.19
1716227173 ,app05,6.7,11.14,10.1,0.14
1716227233 ,app05,5.8,3.43,7.7,0.04
1716227296 ,app05,4.27,1.88,3.2,0.02
1716227353 ,app05,4.1,3.93,6.3,0.05
1716227413 ,app05,2.62,2.91,3,0.04
1716227473 ,app05,5.17,2.48,7.5,0.03
1716227533 ,app05,6.57,12.04,3.8,0.15
1716227595 ,app05,5.48,3.79,4.7,0.05
1716227653 ,app05,2.93,2.61,3.4,0.03
1716227713 ,app05,2.46,2.48,5.8,0.03
1716227773 ,app05,3.43,2.59,2.7,0.03
1716227833 ,app05,3.73,3.43,2.8,0.04
1716227896 ,app05,4.84,6.53,3.2,0.08
1716227953 ,app05,4.24,8.35,4.5,0.1
,,,,,
